pers_o,pers_c,pers_e,pers_a,pers_n,onset_prev,slope_prev,cpt_day_socdist_2,mean_diff_socdist_2,age,male,conservative,academics,medinc,manufact,airport_dist,tourism,healthcare,popdens
1,-0.0572563596613354,-0.0840036390304806,-0.1608517741107132,-0.22338836888726196,-0.2183961495962013,0.1958088654843681,0.07214338473701745,0.35911706134407667,-0.04018901586817715,-0.11317532852844865,-0.34670216850598456,0.46135980068696747,0.2255670827291313,-0.3895547622920959,-0.0877895848468061,0.36115778180242647,-0.21773742114247507,0.22757255386975359
-0.0572563596613354,1,0.15995224119907972,0.6532436559508399,-0.4057982924536396,-0.11802245382303146,0.09121920202392093,0.05632159698001515,-0.11404889181937951,-0.05932816206298461,-0.09683875489012979,-0.04074445232123555,-0.12125705739955853,-0.17465860273053785,0.07143323360397988,-0.08649775416954426,0.01015479961306254,0.10738200749209786,-0.046593995970330974
-0.0840036390304806,0.15995224119907972,1,0.24306846908957191,-0.3965807704796073,-0.08565308918117624,0.06396927762089252,0.008385388002824724,0.05987333517785937,-0.09995590555728504,-0.06652122355298189,-0.0770841105211022,0.14656699201684972,0.14159840299405102,0.03453099463254318,-0.1165958110427263,-0.003586387937616266,-0.04868595329016363,0.029294638839481437
-0.1608517741107132,0.6532436559508399,0.24306846908957191,1,-0.3927150541500107,-0.11771035199775748,0.11830425743660816,0.0019855373536728006,-0.10264624250732131,-0.07239237290695542,-0.16710088113095586,-0.08047324301232804,-0.14774026952914615,-0.21941165459209785,0.12450487848245245,-0.09840619320718932,-0.07112429557717159,0.11217386880879643,-0.07120179601599345
-0.22338836888726196,-0.4057982924536396,-0.3965807704796073,-0.3927150541500107,1,0.23596006569694702,-0.1810892478374717,-0.0784066830135331,-0.11857954470701969,0.24279667902526592,0.05867257843492541,0.301426967845562,-0.33765134454886236,-0.2152291816718954,0.17487674751596458,0.04417794043853277,-0.17520656941388776,0.11337134436943809,-0.045291808211542266
-0.2183961495962013,-0.11802245382303146,-0.08565308918117624,-0.11771035199775748,0.23596006569694702,1,-0.5926078557654354,-0.05795152540074768,-0.2962056943648282,0.22375015967604173,0.16372608310629946,0.26354809969884124,-0.33943031120390516,-0.29213641816172814,0.07715237716933661,0.21551669341812135,-0.10537847533152228,0.1317816352589892,-0.19916080954433277
0.1958088654843681,0.09121920202392093,0.06396927762089252,0.11830425743660816,-0.1810892478374717,-0.5926078557654354,1,0.08277478147529051,0.33259063274987194,-0.14626778064919835,-0.16021184064960892,-0.29580443839292636,0.27234389004119675,0.2442429603849103,-0.11504977794429594,-0.17269917070648294,0.04828901809814217,-0.09234943161998233,0.3064865570135416
0.07214338473701745,0.05632159698001515,0.008385388002824724,0.0019855373536728006,-0.0784066830135331,-0.05795152540074768,0.08277478147529051,1,-0.33107374468537215,-0.03565586085691363,0.035281066255482885,-0.032146107291676725,0.023707412453603582,0.00908204861521555,-0.1078989638805429,0.037448040041219544,0.09456758872919835,0.022434410373275777,0.05234977672330186
0.35911706134407667,-0.11404889181937951,0.05987333517785937,-0.10264624250732131,-0.11857954470701969,-0.2962056943648282,0.33259063274987194,-0.33107374468537215,1,-0.043569671299689215,-0.11699645972155015,-0.3997950667717735,0.493118582336468,0.4613945971344753,-0.21048636653075622,-0.2462776152246021,0.15854075426922318,-0.2036307107961309,0.2912474714119094
-0.04018901586817715,-0.05932816206298461,-0.09995590555728504,-0.07239237290695542,0.24279667902526592,0.22375015967604173,-0.14626778064919835,-0.03565586085691363,-0.043569671299689215,1,-0.04884523960277847,0.13988684307056926,-0.21932478292682264,-0.10868605659869902,0.0985012338842154,0.02086885351559715,-0.08855098530557684,0.08172381245456285,-0.10513017269492905
-0.11317532852844865,-0.09683875489012979,-0.06652122355298189,-0.16710088113095586,0.05867257843492541,0.16372608310629946,-0.16021184064960892,0.035281066255482885,-0.11699645972155015,-0.04884523960277847,1,0.16867217218948172,-0.18184418720050016,-0.004826543062617156,-0.0766173784893683,0.18803115087171846,-0.05800301103336199,0.16713930922556466,-0.10145856077096425
-0.34670216850598456,-0.04074445232123555,-0.0770841105211022,-0.08047324301232804,0.301426967845562,0.26354809969884124,-0.29580443839292636,-0.032146107291676725,-0.3997950667717735,0.13988684307056926,0.16867217218948172,1,-0.45444035666071797,-0.19631262698967958,0.1676685449783493,0.1254354508771537,-0.20111747170436484,0.20060568285381195,-0.2694961715086598
0.46135980068696747,-0.12125705739955853,0.14656699201684972,-0.14774026952914615,-0.33765134454886236,-0.33943031120390516,0.27234389004119675,0.023707412453603582,0.493118582336468,-0.21932478292682264,-0.18184418720050016,-0.45444035666071797,1,0.7214225884865371,-0.3841042503565199,-0.14030976786846516,0.2732477546634759,-0.3681419068601564,0.24485895186457154
0.2255670827291313,-0.17465860273053785,0.14159840299405102,-0.21941165459209785,-0.2152291816718954,-0.29213641816172814,0.2442429603849103,0.00908204861521555,0.4613945971344753,-0.10868605659869902,-0.004826543062617156,-0.19631262698967958,0.7214225884865371,1,-0.17561712929319936,-0.18231462836213783,-0.04060963458372847,-0.19775477185957427,0.15512419854042794
-0.3895547622920959,0.07143323360397988,0.03453099463254318,0.12450487848245245,0.17487674751596458,0.07715237716933661,-0.11504977794429594,-0.1078989638805429,-0.21048636653075622,0.0985012338842154,-0.0766173784893683,0.1676685449783493,-0.3841042503565199,-0.17561712929319936,1,-0.12644037081057438,-0.37971968186230504,0.1551777211830342,-0.12233638170880626
-0.0877895848468061,-0.08649775416954426,-0.1165958110427263,-0.09840619320718932,0.04417794043853277,0.21551669341812135,-0.17269917070648294,0.037448040041219544,-0.2462776152246021,0.02086885351559715,0.18803115087171846,0.1254354508771537,-0.14030976786846516,-0.18231462836213783,-0.12644037081057438,1,0.0806562564587985,-0.032567084197636854,-0.1437302887841922
0.36115778180242647,0.01015479961306254,-0.003586387937616266,-0.07112429557717159,-0.17520656941388776,-0.10537847533152228,0.04828901809814217,0.09456758872919835,0.15854075426922318,-0.08855098530557684,-0.05800301103336199,-0.20111747170436484,0.2732477546634759,-0.04060963458372847,-0.37971968186230504,0.0806562564587985,1,-0.22683971581210668,0.05382370160166087
-0.21773742114247507,0.10738200749209786,-0.04868595329016363,0.11217386880879643,0.11337134436943809,0.1317816352589892,-0.09234943161998233,0.022434410373275777,-0.2036307107961309,0.08172381245456285,0.16713930922556466,0.20060568285381195,-0.3681419068601564,-0.19775477185957427,0.1551777211830342,-0.032567084197636854,-0.22683971581210668,1,-0.08098669893779417
0.22757255386975359,-0.046593995970330974,0.029294638839481437,-0.07120179601599345,-0.045291808211542266,-0.19916080954433277,0.3064865570135416,0.05234977672330186,0.2912474714119094,-0.10513017269492905,-0.10145856077096425,-0.2694961715086598,0.24485895186457154,0.15512419854042794,-0.12233638170880626,-0.1437302887841922,0.05382370160166087,-0.08098669893779417,1
